"gender" "weight" "height" "duration" "calories" "fat" "water" "level" "bmi"
"739" "Male" 87.8 1.69 1.81 1573 10.3 3.5 "3" 30.74
"740" "Male" 74.3 1.61 1.06 714 24.8 3.5 "2" 28.66
"741" "Female" 78.5 1.7 1.36 938 31.9 2.1 "2" 27.16
"742" "Female" 77.3 1.58 0.97 733 31.1 2 "1" 30.96
"743" "Female" 64.5 1.7 0.51 319 30.4 1.7 "1" 22.32
"744" "Male" 72 1.94 1.17 952 24.7 3.2 "2" 19.13
"745" "Female" 77.9 1.77 1.41 916 27.9 2.6 "2" 24.87
"746" "Female" 69.6 1.58 1.49 1006 27.8 2 "2" 27.88
"747" "Male" 68.9 1.99 1.16 951 25 2.4 "2" 17.4
"748" "Male" 45.9 1.89 1.45 1148 21.6 2.9 "2" 12.85
"749" "Female" 68.2 1.69 0.75 537 28.4 2.5 "1" 23.88
"750" "Female" 79.6 1.59 1.49 968 28.2 1.5 "2" 31.49
"751" "Female" 53.6 1.52 1.02 643 30.9 2.3 "1" 23.2
"752" "Female" 57.7 1.58 1.36 986 25.7 2.2 "2" 23.11
"753" "Male" 74.2 1.93 1.32 1024 28.3 2.5 "2" 19.92
"754" "Female" 64.4 1.56 1.52 985 17.8 2.7 "3" 26.46
"755" "Female" 54.9 1.78 0.55 380 31.7 2 "1" 17.33
"756" "Male" 50.3 1.64 0.63 468 27 2.4 "1" 18.7
"757" "Female" 46.5 1.68 0.91 660 27.9 2.4 "1" 16.48
"758" "Male" 57.8 1.99 0.93 741 24.7 3.1 "1" 14.6
"759" "Male" 83 1.8 0.79 695 29.6 2.9 "1" 25.62
"760" "Male" 82.5 1.79 1.51 1159 13.8 3.5 "3" 25.75
"761" "Female" 66.5 1.73 1.11 709 34.7 2 "1" 22.22
"762" "Female" 70.2 1.67 0.93 695 32.5 1.8 "1" 25.17
"763" "Male" 121.9 1.93 1.49 1082 21.8 3.4 "2" 32.73
"764" "Female" 70.3 1.52 1.19 857 25.6 2 "2" 30.43
"765" "Female" 40.3 1.56 1.45 877 30.8 2.1 "2" 16.56
"766" "Male" 101.4 1.76 0.84 559 23.6 2.9 "1" 32.74
"767" "Male" 79.2 1.95 1.47 982 22.8 2.8 "2" 20.83
"768" "Female" 75.8 1.77 1.46 841 33.1 1.8 "1" 24.19
"769" "Male" 71.7 1.88 0.55 445 23.7 2.2 "1" 20.29
"770" "Female" 57.7 1.56 1.64 1082 16.6 2.7 "3" 23.71
"771" "Female" 47.4 1.6 0.76 585 33.5 1.6 "1" 18.52
"772" "Female" 57.2 1.75 1.29 1032 33.5 2.4 "2" 18.68
"773" "Female" 44.8 1.72 1.48 977 28.6 1.8 "2" 15.14
"774" "Male" 90.2 1.72 0.9 668 28.3 2.1 "1" 30.49
"775" "Male" 84.9 1.72 1.79 1378 14.3 3.5 "3" 28.7
"776" "Male" 95.7 1.77 1.08 807 24.2 3.4 "1" 30.55
"777" "Male" 59 1.65 1.22 924 20.7 2.3 "2" 21.67
"778" "Female" 60.5 1.77 1.72 1092 15 2.7 "3" 19.31
"779" "Female" 53.8 1.72 1.03 742 30.2 2.3 "2" 18.19
"780" "Male" 86.6 1.97 1.66 1372 11.7 3.5 "3" 22.31
"781" "Female" 72.8 1.67 1.37 829 35 1.9 "1" 26.1
"782" "Female" 66.3 1.77 1.48 1046 32.7 1.7 "2" 21.16
"783" "Female" 56 1.6 0.89 672 32.6 2 "1" 21.87
"784" "Male" 45.9 1.93 1.29 1015 29.6 2 "2" 12.32
"785" "Male" 88 1.64 1.9 1536 14.4 3.5 "3" 32.72
"786" "Male" 94 1.79 1.31 1012 23.2 3.4 "1" 29.34
"787" "Female" 44.7 1.79 1.34 965 26.7 2.1 "2" 13.95
"788" "Male" 63.2 1.63 0.66 436 27.5 2.2 "1" 23.79
"789" "Male" 95.6 1.9 1.47 1294 23.8 2.4 "2" 26.48
"790" "Male" 47.8 1.86 1.01 645 24.7 2.8 "2" 13.82
"791" "Male" 85.3 1.64 1.77 1197 13.2 3.5 "3" 31.71
"792" "Male" 59.7 1.83 1.35 1143 29.1 2.3 "2" 17.83
"793" "Male" 70.2 1.98 0.71 504 24.2 2.5 "1" 17.91
"794" "Female" 72.7 1.8 0.79 590 32.8 2.1 "1" 22.44
"795" "Female" 50.4 1.79 0.74 433 27.7 2.5 "1" 15.73
"796" "Male" 81.7 1.74 0.91 666 27 2.7 "1" 26.99
"797" "Male" 49.3 1.62 0.56 484 20 3.2 "1" 18.79
"798" "Female" 61.9 1.64 1.93 1138 19.4 2.7 "3" 23.01
"799" "Female" 49.1 1.68 1.42 1164 25.3 2.6 "2" 17.4
"800" "Male" 66.5 1.83 1.11 747 27.1 2.4 "2" 19.86
"801" "Male" 75.5 1.93 0.6 446 20.5 3.4 "1" 20.27
"802" "Male" 88.2 1.79 1.76 1491 11.3 3.5 "3" 27.53
"803" "Male" 74.8 1.75 1.33 885 25 3.3 "2" 24.42
"804" "Female" 72.2 1.6 0.87 566 29.2 1.9 "1" 28.2
"805" "Male" 62.8 1.63 1.41 1241 21.9 3.7 "2" 23.64
"806" "Male" 84.7 1.79 1.19 719 23.3 2.4 "2" 26.43
"807" "Male" 116.5 1.69 0.53 388 27.3 2.4 "1" 40.79
"808" "Male" 77.4 1.92 1.39 1047 26.7 3.3 "2" 21
"809" "Female" 72.9 1.62 1.17 732 25.7 2 "2" 27.78
"810" "Female" 58.4 1.59 1.08 807 32.5 1.9 "1" 23.1
"811" "Female" 64.3 1.54 1.67 999 15.3 2.7 "3" 27.11
"812" "Male" 89.3 1.87 1.62 1363 12.7 3.5 "3" 25.54
"813" "Male" 90.2 1.61 1.38 1148 22.6 2.3 "2" 34.8
"814" "Female" 59 1.62 1.13 847 30.9 2.4 "2" 22.48
"815" "Male" 58.7 1.86 1.09 858 22.6 3.3 "2" 16.97
"816" "Male" 127.5 1.82 1.26 1116 29.8 3 "2" 38.49
"817" "Female" 68.6 1.52 1.42 875 28.1 2.6 "2" 29.69
"818" "Female" 56.7 1.53 1.07 717 27.4 1.9 "1" 24.22
"819" "Female" 64.5 1.78 1.33 958 27.8 1.8 "2" 20.36
"820" "Female" 61.6 1.52 1.78 1228 19.5 2.7 "3" 26.66
"821" "Male" 75.1 1.82 1.23 859 26.4 3.2 "2" 22.67
"822" "Male" 79.3 1.93 1.22 888 27.3 3.3 "1" 21.29
"823" "Female" 72.6 1.68 1.19 756 34.2 1.8 "2" 25.72
"824" "Male" 76.7 1.7 0.96 792 29.1 2.1 "1" 26.54
"825" "Female" 44.2 1.61 1.08 659 32.4 2.5 "1" 17.05
"826" "Female" 56.5 1.7 0.74 406 27 2.7 "1" 19.55
"827" "Male" 100.9 1.63 1.1 986 28.4 3.1 "1" 37.98
"828" "Female" 55.8 1.55 1.12 711 27 1.8 "2" 23.23
"829" "Male" 58.3 1.93 1.35 1010 27.4 3.7 "2" 15.65
"830" "Male" 48.6 1.77 1.47 1128 26.9 3.5 "1" 15.51
"831" "Male" 81.7 1.95 1.94 1451 13.8 3.5 "3" 21.49
"832" "Male" 85.6 1.69 1.76 1159 12.7 3.5 "3" 29.97
"833" "Female" 60 1.72 1.63 1043 18.2 2.7 "3" 20.28
"834" "Male" 126.4 1.69 1.24 915 29.5 2.9 "1" 44.26
"835" "Female" 75.4 1.78 1.05 662 26 2.5 "2" 23.8
"836" "Female" 64.2 1.69 1.69 996 16.5 2.7 "3" 22.48
"837" "Female" 65.2 1.62 1.37 1069 31.1 2.5 "2" 24.84
"838" "Female" 70.1 1.66 0.99 673 34.6 2.6 "1" 25.44
"839" "Male" 102.6 1.77 1.21 779 21 3.4 "1" 32.75
"840" "Male" 107.2 1.93 1.15 879 20.2 3.1 "2" 28.78
"841" "Female" 56.5 1.75 1.76 1220 15.3 2.7 "3" 18.45
"842" "Female" 61.6 1.75 1.22 911 25.5 2.2 "2" 20.11
"843" "Male" 81.7 1.75 1.32 1198 29.1 2.8 "2" 26.68
"844" "Female" 76.6 1.58 0.74 481 32.2 2.3 "1" 30.68
"845" "Male" 116.8 1.79 1 698 26.8 3.4 "2" 36.45
"846" "Female" 60.1 1.59 1.8 1107 17.6 2.7 "3" 23.77
"847" "Male" 93.7 1.73 1 803 27.8 3.6 "1" 31.31
"848" "Female" 41.6 1.58 1.03 756 26.6 2.1 "2" 16.66
"849" "Female" 55.1 1.79 1.99 1582 17 2.7 "3" 17.2
"850" "Male" 127.1 1.76 0.71 552 24.9 3 "1" 41.03
"851" "Female" 69.1 1.6 1.34 1001 26.1 2 "2" 26.99
"852" "Female" 66.8 1.74 1.34 898 29.2 2.3 "1" 22.06
"853" "Male" 125.5 1.76 1.15 1031 23.2 3.1 "2" 40.52
"854" "Female" 71.3 1.58 1.07 893 25.4 1.5 "2" 28.56
"855" "Male" 129.2 1.61 1.06 876 21.4 2.9 "2" 49.84
"856" "Male" 96.3 1.86 1.1 795 27.6 2.2 "2" 27.84
"857" "Female" 67.5 1.54 0.72 454 25.2 1.5 "1" 28.46
"858" "Female" 64.4 1.55 1.77 1107 19.7 2.7 "3" 26.81
"859" "Female" 64.9 1.57 1.04 576 25.9 2.4 "2" 26.33
"860" "Female" 52.3 1.66 0.74 433 33 1.8 "1" 18.98
"861" "Female" 56.7 1.55 1.38 911 34 1.9 "2" 23.6
"862" "Female" 46.8 1.63 1.35 864 34.4 1.6 "2" 17.61
"863" "Female" 70.3 1.77 1.01 621 33.7 1.7 "1" 22.44
"864" "Male" 80.8 1.76 1.7 1102 11.4 3.5 "3" 26.08
"865" "Female" 56 1.5 1.94 1242 16.7 2.7 "3" 24.89
"866" "Male" 101.2 1.84 1.3 944 24.3 3.3 "1" 29.89
"867" "Female" 56.6 1.57 1.65 1378 15.7 2.7 "3" 22.96
"868" "Female" 40.9 1.75 0.82 594 25.2 2.1 "1" 13.36
"869" "Male" 127.8 1.65 0.77 598 28.7 3.5 "1" 46.94
"870" "Female" 49.3 1.76 1.28 927 30.5 2 "1" 15.92
"871" "Female" 64.3 1.63 1.87 1234 18 2.7 "3" 24.2
"872" "Male" 49.3 1.62 1.18 1025 29.3 2.5 "2" 18.79
"873" "Female" 63 1.62 0.68 500 31.7 1.9 "1" 24.01
"874" "Female" 41.1 1.67 1.03 711 31.9 2.4 "2" 14.74
"875" "Female" 40.5 1.74 1.5 965 32.9 2.2 "2" 13.38
"876" "Male" 71 1.62 0.91 691 21.2 3.5 "1" 27.05
"877" "Female" 60.9 1.62 1.59 1336 16.8 2.7 "3" 23.21
"878" "Female" 64.7 1.66 1.88 1117 19.8 2.7 "3" 23.48
"879" "Female" 51 1.71 1.07 706 34.2 2.2 "2" 17.44
"880" "Female" 57.7 1.77 1.65 1213 19.4 2.7 "3" 18.42
"881" "Male" 76.9 1.82 1.49 992 24.5 2.8 "2" 23.22
"882" "Male" 80.5 1.77 1.85 1181 14.3 3.5 "3" 25.7
"883" "Female" 73.3 1.74 1.03 726 25.5 2.4 "2" 24.21
"884" "Female" 49 1.57 1.33 878 26.5 2.6 "2" 19.88
"885" "Male" 114.5 1.97 1.03 725 24.1 2.6 "1" 29.5
"886" "Male" 81 1.78 1.58 1189 12.4 3.5 "3" 25.56
"887" "Female" 53.5 1.76 1.22 811 27.6 1.8 "2" 17.27
"888" "Male" 52.1 1.68 0.77 637 23.6 3 "1" 18.46
"889" "Female" 70.1 1.52 0.76 475 26.6 2.1 "1" 30.34
"890" "Male" 86.9 1.78 1.29 951 24.9 3.7 "2" 27.43
"891" "Male" 73.4 1.76 1.09 815 27.9 2.8 "2" 23.7
"892" "Male" 90 1.66 1.32 1104 26.6 2.1 "2" 32.66
"893" "Male" 85.7 1.92 1.72 1287 10.5 3.5 "3" 23.25
"894" "Female" 70.4 1.55 0.73 470 29.9 2.7 "1" 29.3
"895" "Male" 57.7 1.71 1.15 942 27 3.4 "2" 19.73
"896" "Male" 75.7 1.76 0.68 494 25.3 2.3 "1" 24.44
"897" "Female" 61.8 1.52 1.83 1519 17 2.7 "3" 26.75
"898" "Male" 80.3 1.76 1.63 1497 13.1 3.5 "3" 25.92
"899" "Male" 104.3 1.68 1.28 950 29.7 3.5 "2" 36.95
"900" "Female" 65.7 1.58 1.46 883 25.9 1.9 "2" 26.32
"901" "Male" 120.3 1.96 0.66 494 23.9 2.6 "1" 31.32
"902" "Female" 51.9 1.57 1.05 713 29.1 2.6 "2" 21.06
"903" "Female" 59.1 1.57 1.65 1336 17.9 2.7 "3" 23.98
"904" "Female" 66.9 1.75 1.38 876 26.5 2.1 "2" 21.84
"905" "Female" 66.9 1.75 0.94 573 26.8 1.7 "1" 21.84
"906" "Male" 78.7 1.66 1.42 921 22.9 2.6 "2" 28.56
"907" "Female" 62.4 1.61 1.88 1307 19.8 2.7 "3" 24.07
"908" "Male" 102.1 1.71 0.96 713 27.3 3.2 "1" 34.92
"909" "Male" 51.9 2 0.75 549 26.6 2.3 "1" 12.97
"910" "Male" 58.3 2 1.32 980 28.2 3 "2" 14.57
"911" "Male" 89.8 1.92 1.93 1783 10.6 3.5 "3" 24.36
"912" "Male" 101.1 1.83 0.79 634 28.6 3.2 "1" 30.19
"913" "Male" 118.6 1.72 0.77 640 25.9 2.6 "1" 40.09
"914" "Male" 84.8 1.85 1.19 895 23.4 3.2 "1" 24.78
"915" "Male" 80 1.77 0.72 531 28.2 3.5 "1" 25.54
"916" "Male" 73.1 1.83 1.05 681 28 2.8 "2" 21.83
"917" "Male" 117.3 1.68 1.24 914 28.5 2.7 "2" 41.56
"918" "Female" 77.4 1.71 1.26 863 26.2 1.8 "2" 26.47
"919" "Female" 72.9 1.67 1.13 831 34.7 2.2 "2" 26.14
"920" "Female" 71.2 1.5 1.15 816 34.6 2.6 "1" 31.64
"921" "Male" 88.2 1.62 1.56 1027 11.8 3.5 "3" 33.61
"922" "Female" 75.6 1.8 1.31 976 25.7 1.9 "2" 23.33
"923" "Female" 57.9 1.56 1.66 1135 15.8 2.7 "3" 23.79
"924" "Female" 70.6 1.58 1.02 753 34.9 2 "2" 28.28
"925" "Male" 118.6 1.64 0.94 693 25.6 2.7 "1" 44.1
"926" "Male" 55.7 1.99 1.13 705 23.6 3 "2" 14.07
"927" "Male" 102.3 1.94 0.89 656 22.9 2.4 "1" 27.18
"928" "Male" 72.6 1.87 1.31 1044 22.6 3.4 "2" 20.76
"929" "Female" 63.8 1.68 0.95 784 31.6 1.9 "1" 22.6
"930" "Female" 67.3 1.67 0.61 479 29.2 2.3 "1" 24.13
"931" "Female" 59.3 1.58 1.97 1463 19.8 2.7 "3" 23.75
"932" "Female" 70.7 1.57 1.14 836 31.8 2.1 "1" 28.68
"933" "Male" 86.9 1.69 1.72 1230 14 3.5 "3" 30.43
"934" "Male" 98.2 1.9 0.76 557 22.9 3 "1" 27.2
"935" "Male" 63.6 1.62 1.3 965 20.8 2.3 "2" 24.23
"936" "Female" 45.2 1.68 1.01 727 29.9 2.4 "2" 16.01
"937" "Male" 117.2 1.62 1.04 736 23.1 2.3 "2" 44.66
"938" "Male" 107.4 1.74 1.34 1017 22 2.2 "1" 35.47
"939" "Female" 59.1 1.78 0.85 514 34.5 2.2 "1" 18.65
"940" "Female" 53.3 1.64 0.57 402 29.4 2.4 "1" 19.82
"941" "Male" 46.2 1.63 1.18 812 21.7 2.1 "1" 17.39
"942" "Male" 67 1.61 1.32 1104 22 2.1 "2" 25.85
"943" "Male" 86.3 1.77 1.77 1113 11.4 3.5 "3" 27.55
"944" "Male" 85.5 1.67 1.99 1418 15 3.5 "3" 30.66
"945" "Male" 70.2 1.87 1.38 1127 22.7 3.4 "2" 20.07
"946" "Male" 127.1 1.62 1.02 718 23.3 3.4 "2" 48.43
"947" "Female" 75.6 1.67 1.05 723 31.6 1.8 "2" 27.11
"948" "Female" 62.6 1.65 1.2 852 27.9 2.2 "1" 22.99
"949" "Female" 55.7 1.53 1.91 1066 16.1 2.7 "3" 23.79
"950" "Male" 96.1 1.74 1.21 862 21.6 2.8 "2" 31.74
"951" "Female" 76.7 1.62 1.39 883 28.1 2.3 "2" 29.23
"952" "Male" 57.2 1.89 1.14 762 21.1 3.5 "1" 16.01
"953" "Male" 69.9 1.81 1.2 992 20.2 2.1 "2" 21.34
"954" "Female" 67.9 1.77 1.03 760 33 2.4 "2" 21.67
"955" "Male" 87.9 1.87 1.96 1445 10.7 3.5 "3" 25.14
"956" "Male" 102.8 1.98 1.24 818 27.8 2.8 "2" 26.22
"957" "Female" 51.8 1.5 1.32 838 33 2.2 "1" 23.02
"958" "Female" 57.7 1.57 1.83 1005 17.7 2.7 "3" 23.41
"959" "Female" 66.5 1.69 0.81 636 28.1 2.3 "1" 23.28
"960" "Male" 95.4 1.61 1.16 764 21.5 3.6 "2" 36.8
"961" "Female" 69.2 1.6 1.17 907 32.4 1.6 "1" 27.03
"962" "Female" 66.6 1.67 1.02 699 31 1.5 "2" 23.88
"963" "Male" 83.4 1.65 1.57 1290 13.3 3.5 "3" 30.63
"964" "Female" 43.8 1.75 1.39 1001 25.1 1.7 "1" 14.3
"965" "Female" 64.2 1.69 1.99 1227 19.6 2.7 "3" 22.48
"966" "Female" 44.1 1.62 0.58 354 25.7 2.7 "1" 16.8
"967" "Male" 87.3 1.91 1.87 1327 11.8 3.5 "3" 23.93
"968" "Male" 55 1.6 1.12 1035 24 3.2 "2" 21.48
"969" "Male" 87.1 1.74 1.57 1364 10 3.5 "3" 28.77
"970" "Male" 66.6 1.61 1.38 1260 25 3 "1" 25.69
"971" "Female" 60.4 1.76 1.72 929 18.8 2.7 "3" 19.5
"972" "Male" 126.4 1.83 1.1 883 28.2 2.1 "2" 37.74
"973" "Male" 88.7 1.63 0.75 542 28.8 3.5 "1" 33.38
